Code,CodePays,CodeVille,Nom,Type,Latitude,Longitude,FuseauHoraire,DecalageUTC
EIA,PG,EIA,Eia,Airport,-8.2,147.85,Pacific/Port_Moresby,+10:00
EIE,RU,EIE,Eniseysk,Airport,58.4733,92.1128,Asia/Tomsk,+07:00
EIH,AU,EIH,Einasleigh,Airport,-18.5,144.1,Australia/Brisbane,+10:00
EIL,US,FAI,Fairbanks Eielson Afb,Airport,64.6667,-147.1,America/Anchorage,-09:00
EIN,NL,EIN,Eindhoven,Airport,51.45,5.3744,Europe/Amsterdam,+01:00
EIS,VG,TOV,Beef Island,Airport,18.4447,-64.5431,America/Tortola,-04:00
EIY,IL,EIY,Ein Yahav,Airport,30.6333,35.1833,Asia/Jerusalem,+02:00
EJA,CO,EJA,Barrancabermeja,Airport,7.0244,-73.8067,America/Bogota,-05:00
EJH,SA,EJH,Wedjh,Airport,26.1986,36.4764,Asia/Riyadh,+03:00
EKB,KZ,EKB,Ekibastuz,Airport,51.5833,75.2167,Asia/Almaty,+06:00
EKD,AU,EKD,Elkedra,Airport,-21.0333,135.25,Australia/Darwin,+09:30
EKE,GY,EKE,Ekereku,Airport,6.6667,-60.85,America/Guyana,-04:00
EKI,US,EKI,Elkhart,Airport,41.7167,-85.9833,America/New_York,-05:00
EKN,US,EKN,Elkins,Airport,38.89,-79.8578,America/New_York,-05:00
EKO,US,EKO,Elko,Airport,40.8275,-115.7814,America/Los_Angeles,-08:00
EKT,SE,EKT,Eskilstuna,Airport,59.35,16.7167,Europe/Stockholm,+01:00
EKX,US,EKX,Elizabethtown,Airport,37.7,-85.8667,America/New_York,-05:00
ELA,US,ELA,Eagle Lake,Airport,29.5833,-96.3333,America/Chicago,-06:00
ELB,CO,ELB,El Banco,Airport,9.05,-73.9667,America/Bogota,-05:00
ELC,AU,ELC,Elcho Island,Airport,-12.0194,135.5706,Australia/Darwin,+09:30
ELE,PA,ELE,El Real,Airport,8.1167,-77.7167,America/Panama,-05:00
ELF,SD,ELF,El Fasher,Airport,13.615,25.3247,Africa/Khartoum,+02:00
ELG,DZ,ELG,El Golea,Airport,30.5817,2.8617,Africa/Algiers,+01:00
ELH,BS,ELH,North Eleuthera International,Airport,25.475,-76.6836,America/Nassau,-05:00
ELI,US,ELI,Elim,Airport,64.6156,-162.2703,America/Anchorage,-09:00
ELJ,CO,ELJ,El Recreo,Airport,2.0,-74.1333,America/Bogota,-05:00
ELK,US,ELK,Elk City,Airport,35.4,-99.4167,America/Chicago,-06:00
ELL,ZA,ELL,Ellisras,Airport,-23.7261,27.6889,Africa/Johannesburg,+02:00
ELM,US,ELM,Elmira/Corning,Airport,42.16,-76.8917,America/New_York,-05:00
ELN,US,ELN,Ellensburg,Airport,47.0333,-120.5333,America/Los_Angeles,-08:00
ELO,AR,ELO,Eldorado,Airport,-26.4,-54.6333,America/Argentina/Buenos_Aires,-03:00
ELP,US,ELP,El Paso,Airport,31.8025,-106.3983,America/Denver,-07:00
ELQ,SA,ELQ,Gassim,Airport,26.3028,43.7739,Asia/Riyadh,+03:00
ELS,ZA,ELS,East London,Airport,-33.0356,27.8258,Africa/Johannesburg,+02:00
ELT,EG,ELT,Tour Sinai,Airport,28.2,33.65,Africa/Cairo,+02:00
ELU,DZ,ELU,El Oued,Airport,33.5128,6.7828,Africa/Algiers,+01:00
ELV,US,ELV,Elfin Cove,Airport,58.1953,-136.3475,America/Anchorage,-09:00
ELW,US,ELW,Ellamar,Airport,60.8972,-146.6125,America/Anchorage,-09:00
ELY,US,ELY,Ely,Airport,39.3,-114.85,America/Los_Angeles,-08:00
ELZ,US,ELZ,Wellsville,Airport,42.1167,-77.9333,America/New_York,-05:00
EMA,GB,NQT,East Midlands,Airport,52.8311,-1.3281,Europe/London,+00:00
EMB,US,SFO,San Francisco - Embarkadero,Airport,37.6336,-122.3669,America/Los_Angeles,-08:00
EMD,AU,EMD,Emerald,Airport,-23.57,148.1778,Australia/Brisbane,+10:00
EME,DE,EME,Emden,Airport,53.3911,7.2256,Europe/Berlin,+01:00
EMG,ZA,EMG,Empangeni,Airport,-28.7333,31.9,Africa/Johannesburg,+02:00
EMI,PG,EMI,Emirau,Airport,-1.65,149.9667,Pacific/Port_Moresby,+10:00
EMK,US,EMK,Emmonak,Airport,62.7861,-164.4908,America/Anchorage,-09:00
EMM,US,EMM,Kemmerer,Airport,41.85,-110.55,America/Denver,-07:00
EMN,MR,EMN,Nema,Airport,16.6219,-7.3167,Africa/Nouakchott,+00:00
EMO,PG,EMO,Emo,Airport,-9.1236,148.0417,Pacific/Port_Moresby,+10:00
EMP,US,EMP,Emporia,Airport,38.3333,-96.1833,America/Chicago,-06:00
EMS,PG,EMS,Embessa,Airport,-9.45,148.7667,Pacific/Port_Moresby,+10:00
EMT,US,EMT,El Monte,Airport,34.1,-118.0333,America/Los_Angeles,-08:00
EMX,AR,EMX,El Maiten,Airport,-42.0681,-71.1556,America/Argentina/Buenos_Aires,-03:00
EMY,EG,EMY,El Minya,Airport,28.0833,30.7333,Africa/Cairo,+02:00
ENA,US,ENA,Kenai,Airport,60.5731,-151.245,America/Anchorage,-09:00
ENB,AU,ENB,Eneabba,Airport,-30.0833,114.9833,Australia/Perth,+08:00
ENC,FR,ETZ,Metz/Nancy Nancy-Essey,Airport,48.6922,6.2261,Europe/Paris,+01:00
END,US,WDG,Enid Vance Afb,Airport,36.3861,-97.7861,America/Chicago,-06:00
ENE,ID,ENE,Ende,Airport,-8.8492,121.6606,Asia/Makassar,+08:00
ENF,FI,ENF,Enontekio,Airport,68.3625,23.4244,Europe/Helsinki,+02:00
ENH,CN,ENH,Enshi,Airport,30.3211,109.4853,Asia/Shanghai,+08:00
ENI,PH,ENI,El Nido,Airport,11.2025,119.4164,Asia/Manila,+08:00
ENJ,GT,ENJ,El Naranjo,Airport,14.1,-90.8333,America/Guatemala,-06:00
ENK,GB,ENK,Enniskillen,Airport,54.3986,-7.6519,Europe/London,+00:00
ENL,US,ENL,Centralia,Airport,38.5167,-89.0917,America/Chicago,-06:00
ENN,US,ENN,Nenana,Airport,64.55,-149.0833,America/Anchorage,-09:00
ENO,PY,ENO,Encarnacion,Airport,-27.2264,-55.8372,America/Asuncion,-04:00
ENS,NL,ENS,Enschede,Airport,52.275,6.8864,Europe/Amsterdam,+01:00
ENT,MH,ENT,Eniwetok Island,Airport,11.3408,162.3278,Pacific/Majuro,+12:00
ENU,NG,ENU,Enugu,Airport,6.4742,7.5619,Africa/Lagos,+01:00
ENV,US,ENV,Wendover,Airport,40.7333,-114.0333,America/Denver,-07:00
ENW,US,ENW,Kenosha,Airport,42.5958,-87.9278,America/Chicago,-06:00
ENY,CN,ENY,YanAn,Airport,36.6367,109.5533,Asia/Shanghai,+08:00
EOH,CO,MDE,Medellin - Enrique Olaya Herrera,Airport,6.22,-75.5906,America/Bogota,-05:00
EOI,GB,EOI,Eday,Airport,59.1906,-2.7722,Europe/London,+00:00
EOK,US,EOK,Keokuk,Airport,40.4667,-91.4333,America/Chicago,-06:00
EOR,VE,EOR,El Dorado,Airport,6.7333,-61.5833,America/Caracas,-04:00
EOS,US,EOS,Neosho,Airport,36.8667,-94.3667,America/Chicago,-06:00
EOZ,VE,EOZ,Elorza,Airport,7.0597,-69.4967,America/Caracas,-04:00
EPA,AR,EPA,El Palomar,Airport,-34.61,-58.6125,America/Argentina/Buenos_Aires,-03:00
EPG,US,EPG,Weeping Water,Airport,40.8667,-96.1333,America/Chicago,-06:00
EPH,US,EPH,Ephrata,Airport,47.3,-119.5167,America/Los_Angeles,-08:00
EPI,VU,EPI,Epk,Airport,-16.75,168.3333,Pacific/Efate,+11:00
EPK,CY,EPK,Episkopi,Off-Line Point,34.6667,32.9,Asia/Nicosia,+02:00
EPL,FR,EPL,Epinal Mirecourt,Airport,48.325,6.0667,Europe/Paris,+01:00
EPN,CG,EPN,Epena,Airport,1.3667,17.4833,Africa/Brazzaville,+01:00
EPR,AU,EPR,Esperance,Airport,-33.6822,121.8225,Australia/Perth,+08:00
EPS,DO,AZS,Samana El Portillo,Airport,19.25,-69.5,America/Santo_Domingo,-04:00
EPT,PG,EPT,Eliptamin,Airport,-5.0333,141.6667,Pacific/Port_Moresby,+10:00
EPU,EE,EPU,Parnu,Airport,58.4192,24.4731,Europe/Tallinn,+02:00
EQS,AR,EQS,Esquel,Airport,-42.9039,-71.1356,America/Argentina/Buenos_Aires,-03:00
ERA,SO,ERA,Erigavo,Airport,10.6167,47.4,Africa/Mogadishu,+03:00
ERB,AU,ERB,Ernabella,Airport,-26.2667,132.1667,Australia/Adelaide,+09:30
ERC,TR,ERC,Erzincan,Airport,39.7103,39.5269,Europe/Istanbul,+03:00
ERD,UA,ERD,Berdyansk,Airport,46.7333,36.7833,Europe/Zaporozhye,+02:00
ERE,PG,ERE,Erave,Airport,-6.6167,143.9,Pacific/Port_Moresby,+10:00
ERF,DE,ERF,Erfurt,Airport,50.9797,10.9581,Europe/Berlin,+01:00
ERG,RU,ERG,Yerbogachen,Airport,61.275,108.03,Asia/Irkutsk,+08:00
ERH,MA,ERH,Errachidia,Airport,31.9469,-4.3989,Africa/Casablanca,+01:00
ERI,US,ERI,Erie,Airport,42.0819,-80.1761,America/New_York,-05:00
ERM,BR,ERM,Erechim,Airport,-27.6633,-52.2719,America/Araguaina,-03:00
ERN,BR,ERN,Eirunepe,Airport,-6.6397,-69.88,America/Rio_Branco,-05:00
ERO,US,ERO,Eldred Rock,Airport,58.9667,-135.2167,America/Anchorage,-09:00
ERR,US,ERR,Errol,Airport,44.7925,-71.1647,America/New_York,-05:00
ERS,Unk,WDH,Windhoek - Eros,Airport,-22.6122,17.0806,Africa/Windhoek,+02:00
ERU,PG,ERU,Erume,Airport,-8.2539,146.9747,Pacific/Port_Moresby,+10:00
ERV,US,ERV,Kerrville,Airport,29.9833,-99.0833,America/Chicago,-06:00
ERZ,TR,ERZ,Erzurum,Airport,39.9564,41.1703,Europe/Istanbul,+03:00
ESA,PG,ESA,EsaAla,Airport,-9.8833,150.95,Pacific/Port_Moresby,+10:00
ESB,TR,ANK,Ankara Esenboga,Airport,40.1281,32.995,Europe/Istanbul,+03:00
ESC,US,ESC,Escanaba,Airport,45.7206,-87.0958,America/New_York,-05:00
ESD,US,ESD,Eastsound,Airport,48.7075,-122.9108,America/Los_Angeles,-08:00
ESE,MX,ESE,Ensenada,Airport,31.8,-116.6,America/Santa_Isabel,-08:00
ESG,PY,ESG,Mariscal Estigarriba,Airport,-22.045,-60.6217,America/Asuncion,-04:00
ESH,GB,ESH,Shoreham By Sea,Airport,50.8356,-0.2972,Europe/London,+00:00
ESI,BR,ESI,Espinosa,Airport,-14.9333,-42.8333,America/Araguaina,-03:00
ESK,TR,ESK,Eskisehir,Airport,39.7667,30.5,Europe/Istanbul,+03:00
ESL,RU,ESL,Elista,Airport,46.3739,44.3308,Europe/Moscow,+03:00
ESM,EC,ESM,Esmeraldas,Airport,0.9786,-79.6267,America/Guayaquil,-05:00
ESO,US,ESO,Espanola,Airport,36.1,-106.0333,America/Denver,-07:00
ESP,US,ESP,East Stroudsburg,Airport,41.0,-75.1833,America/New_York,-05:00
ESR,CL,ESR,El Salvador,Airport,-26.3083,-69.7517,America/Santiago,-04:00
ESS,DE,ESS,Essen,Airport,51.4022,6.9372,Europe/Berlin,+01:00
EST,US,EST,Estherville,Airport,43.4,-94.8333,America/Chicago,-06:00
ESU,MA,ESU,Essaouira Mogador,Airport,31.3975,-9.6817,Africa/Casablanca,+01:00
ETB,US,ETB,West Bend,Airport,43.4167,-88.1833,America/Chicago,-06:00
ETD,AU,ETD,Etadunna,Airport,-28.7167,138.6333,Australia/Adelaide,+09:30
ETE,ET,ETE,Genda Wuha,Airport,12.9333,36.1667,Africa/Addis_Ababa,+03:00
ETH,IL,ETH,Eilat,Airport,29.5583,34.9589,Asia/Jerusalem,+02:00
ETN,US,ETN,Eastland,Airport,32.4167,-98.8,America/Chicago,-06:00
ETS,US,ETS,Enterprise,Airport,31.3167,-85.85,America/Chicago,-06:00
ETZ,FR,ETZ,Metz/Nancy,Airport,48.9783,6.2467,Europe/Paris,+01:00
EUA,TO,EUA,Eua,Airport,-21.3772,-174.9575,Pacific/Tongatapu,+13:00
EUC,AU,EUC,Eucla,Airport,-31.7167,128.8667,Australia/Perth,+08:00
EUF,US,EUF,Eufaula,Airport,31.95,-85.1333,America/Chicago,-06:00
EUG,US,EUG,Eugene,Airport,44.1247,-123.2119,America/Los_Angeles,-08:00
EUM,DE,EUM,Neumuenster,Airport,54.0797,9.9419,Europe/Berlin,+01:00
EUN,MA,EUN,Laayoune,Airport,27.1517,-13.2192,Africa/Casablanca,+01:00
EUO,CO,EUO,Paratebueno,Airport,4.3333,-73.25,America/Bogota,-05:00
EUX,BQ,EUX,Saint Eustatius - F D Roosevelt,Airport,17.4964,-62.9794,America/Kralendijk,-04:00
EVA,US,EVA,Evadale,Airport,30.35,-94.0667,America/Chicago,-06:00
EVD,AU,EVD,Evenes,Airport,-18.0833,134.8667,Australia/Darwin,+09:30
EVE,NO,EVE,Harstad-Narvik,Airport,68.4914,16.6781,Europe/Oslo,+01:00
EVG,SE,EVG,Sveg,Airport,62.0478,14.4231,Europe/Stockholm,+01:00
EVH,AU,EVH,Evans Head,Airport,-29.1,153.4167,Australia/Sydney,+10:00
EVM,US,EVM,Eveleth,Airport,47.4333,-92.5,America/Chicago,-06:00
EVN,AM,EVN,Yerevan,Airport,40.1472,44.3958,Asia/Yerevan,+04:00
EVV,US,EVV,Evansville,Airport,38.0369,-87.5325,America/Chicago,-06:00
EVW,US,EVW,Evanston,Airport,41.35,-111.0167,America/Denver,-07:00
EVX,FR,EVX,Evreux,Airport,49.0286,1.22,Europe/Paris,+01:00
EWB,US,EWB,New Bedford,Airport,41.6761,-70.9569,America/New_York,-05:00
EWE,ID,EWE,Ewer,Airport,-5.4833,138.0667,Asia/Jayapura,+09:00
EWI,ID,EWI,Enarotali,Airport,-3.9333,136.3667,Asia/Jayapura,+09:00
EWK,US,EWK,Newton,Airport,38.05,-97.35,America/Chicago,-06:00
EWN,US,EWN,New Bern,Airport,35.0731,-77.0431,America/New_York,-05:00
EWO,CG,EWO,Ewo,Airport,-0.8833,14.8,Africa/Brazzaville,+01:00
EWR,US,NYC,New York Newark,Airport,40.6925,-74.1686,America/New_York,-05:00
EWY,GB,EWY,Newbury,Airport,51.4167,-1.3333,Europe/London,+00:00
EXI,US,EXI,Excursion,Airport,58.4197,-135.4481,America/Anchorage,-09:00
EXM,AU,EXM,Exmouth Gulf,Airport,-22.0403,114.1028,Australia/Perth,+08:00
EXT,GB,EXT,Exeter,Airport,50.7344,-3.4139,Europe/London,+00:00
EYL,ML,EYL,Yelimane,Airport,15.1333,-10.5667,Africa/Bamako,+00:00
EYP,CO,EYP,El Yopal,Airport,5.3192,-72.3839,America/Bogota,-05:00
EYR,US,EYR,Yerington,Airport,39.0039,-119.1578,America/Los_Angeles,-08:00
EYS,KE,EYS,Eliye Springs,Airport,3.25,35.9667,Africa/Nairobi,+03:00
EYW,US,EYW,Key West,Airport,24.5561,-81.7594,America/New_York,-05:00
EZE,AR,BUE,Buenos Aires,Airport,-34.8222,-58.5358,America/Argentina/Buenos_Aires,-03:00
EZS,TR,EZS,Elazig,Airport,38.6069,39.2914,Europe/Istanbul,+03:00
FAA,GN,FAA,Faranah,Airport,10.0361,-10.7703,Africa/Conakry,+00:00
FAB,GB,FAB,Farnborough,Airport,51.2758,-0.7764,Europe/London,+00:00
FAC,PF,FAC,Faaite Island,Airport,-16.6867,-145.3297,Pacific/Tahiti,-10:00
FAE,FO,FAE,Faroe Islands,Airport,62.0664,-7.2931,Atlantic/Faroe,+00:00
FAF,US,FAF,Fort Eustis,Airport,37.15,-76.5833,America/New_York,-05:00
FAG,IS,FAG,Fagurholsmyri,Airport,63.8747,-16.6411,Atlantic/Reykjavik,+00:00
FAH,AF,FAH,Farah,Airport,32.3661,62.1656,Asia/Kabul,+04:30
FAI,US,FAI,Fairbanks,Airport,64.815,-147.8564,America/Anchorage,-09:00
FAJ,PR,FAJ,Fajardo,Airport,18.3833,-65.75,America/Puerto_Rico,-04:00
FAK,US,FAK,False Island,Airport,57.5306,-135.2167,America/Anchorage,-09:00
FAL,US,FAL,Roma,Airport,26.5861,-99.1375,America/Chicago,-06:00
FAM,US,FAM,Farmington. Missouri - Regional,Airport,37.7611,-90.4286,America/Chicago,-06:00
FAN,NO,FAN,Farsund,Airport,58.1,6.6333,Europe/Oslo,+01:00
FAO,PT,FAO,Faro,Airport,37.0144,-7.9658,Europe/Lisbon,+00:00
FAQ,PG,FAQ,Freida River,Airport,-4.6167,141.9583,Pacific/Port_Moresby,+10:00
FAR,US,FAR,Fargo,Airport,46.9206,-96.8158,America/Chicago,-06:00
FAS,IS,FAS,Faskrudsfjordur,Airport,64.9317,-14.0606,Atlantic/Reykjavik,+00:00
FAT,US,FAT,Fresno Yosemite,Airport,36.7761,-119.7181,America/Los_Angeles,-08:00
FAV,PF,FAV,Fakarava,Airport,-16.0542,-145.6569,Pacific/Tahiti,-10:00
FAY,US,FAY,Fayetteville,Airport,34.99,-78.8831,America/New_York,-05:00
FBA,BR,FBA,Fonte Boa,Airport,-2.5325,-66.0833,America/Porto_Velho,-04:00
FBD,AF,FBD,Faizabad,Airport,37.1225,70.5181,Asia/Kabul,+04:30
FBE,BR,FBE,Francisco Beltrao,Airport,-26.0594,-53.0642,America/Araguaina,-03:00
FBG,US,FBG,Fort Bragg Simmons Aaf,Airport,35.15,-78.9833,America/New_York,-05:00
FBK,US,FAI,Fairbanks - Fort Wainwright,Airport,64.8167,-147.8667,America/Anchorage,-09:00
FBL,US,FBL,Faribault,Airport,44.3333,-93.3167,America/Chicago,-06:00
FBM,CD,FBM,Lubumbashi,Airport,-11.5914,27.5308,Africa/Lubumbashi,+02:00
FBR,US,FBR,Fort Bridger,Airport,41.3167,-110.3833,America/Denver,-07:00
FBY,US,FBY,Fairbury,Airport,40.1333,-97.1833,America/Chicago,-06:00
FCA,US,FCA,Kalispell,Airport,48.3106,-114.2561,America/Denver,-07:00
FCB,ZA,FCB,Ficksburg,Airport,-28.825,27.9083,Africa/Johannesburg,+02:00
FCH,US,FAT,Fresno - Fresno/Chandler,Airport,36.7331,-119.8206,America/Los_Angeles,-08:00
FCM,US,MSP,Minneapolis - Flying Cloud,Airport,44.8278,-93.46,America/Chicago,-06:00
FCO,IT,ROM,Rome,Airport,41.8003,12.2389,Europe/Rome,+01:00
FCS,US,COS,Colorado Butts,Airport,38.8194,-104.7167,America/Denver,-07:00
FCT,US,YKM,Yakima Vagabond Ahp,Airport,46.5694,-120.5361,America/Los_Angeles,-08:00
FCY,US,FCY,Forrest City Arkansas - Municipal,Airport,34.95,-90.7667,America/Chicago,-06:00
FDE,NO,FDE,Forde,Airport,61.3919,5.7606,Europe/Oslo,+01:00
FDF,MQ,FDF,Fort De France,Airport,14.5911,-61.0031,America/Martinique,-04:00
FDH,DE,FDH,Friedrichshafen,Airport,47.6714,9.5114,Europe/Berlin,+01:00
FDK,US,FDK,Frederick Maryland - Municipal,Airport,39.4167,-77.4167,America/New_York,-05:00
FDR,US,FDR,Frederick Oklahoma - Municipal,Airport,34.35,-98.9833,America/Chicago,-06:00
FDU,CD,FDU,Bandundu,Airport,-3.3167,17.3667,Africa/Kinshasa,+01:00
FDY,US,FDY,Findlay,Airport,41.0167,-83.6667,America/New_York,-05:00
FEA,GB,FEA,Fetlar,Airport,60.5833,-0.9667,Europe/London,+00:00
FEB,NP,FEB,Sanfebagar,Airport,29.2333,81.2167,Asia/Kathmandu,+05:45
FEG,UZ,FEG,Fergana,Airport,40.3614,71.7447,Asia/Tashkent,+05:00
FEK,CI,FEK,Ferkessedougou,Airport,9.6,-5.2,Africa/Abidjan,+00:00
FEL,DE,FEL,Fuerstenfeldbruck,Airport,48.1667,11.25,Europe/Berlin,+01:00
FEN,BR,FEN,Fernando De Noronha,Airport,-3.855,-32.4233,America/Noronha,-02:00
FEP,US,FEP,Freeport,Airport,42.2667,-89.5833,America/Chicago,-06:00
FER,KE,FER,Fergusons Gulf,Airport,3.4833,35.8333,Africa/Nairobi,+03:00
FET,US,FET,Fremont,Airport,41.4333,-96.5,America/Chicago,-06:00
FEW,US,CYS,Cheyenne Warren Afb H/P,Airport,41.15,-104.8167,America/Denver,-07:00
FEZ,MA,FEZ,Fez,Airport,33.9272,-4.9781,Africa/Casablanca,+01:00
FFA,US,FFA,Kill Devil,Airport,36.0167,-75.6667,America/New_York,-05:00
FFD,GB,FFD,Fairford,Airport,51.6833,-1.7833,Europe/London,+00:00
FFL,US,FFL,Fairfield,Airport,40.9333,-91.95,America/Chicago,-06:00
FFM,US,FFM,Fergus Falls,Airport,46.2833,-96.1667,America/Chicago,-06:00
FFO,US,DAY,Dayton Wright-Patterson Afb,Airport,39.9,-84.2167,America/New_York,-05:00
FFT,US,FFT,Frankfort,Airport,38.1833,-84.9,America/New_York,-05:00
FFU,CL,FFU,Futaleufu,Airport,-43.2,-71.8167,America/Santiago,-04:00
FGD,MR,FGD,FDerik,Airport,22.5,-12.675,Africa/Nouakchott,+00:00
FGI,WS,APW,Apia Fagali I,Airport,-13.8494,-171.7397,Pacific/Apia,+13:00
FGL,NZ,FGL,Fox Glacier,Airport,-43.4,170.0333,Pacific/Auckland,+12:00
FGU,PF,FGU,Fangatau,Airport,-15.82,-140.8858,Pacific/Tahiti,-10:00
FHU,US,FHU,Fort Huachuca/Sierra Vista,Airport,31.5886,-110.3444,America/Phoenix,-07:00
FHZ,PF,FHZ,Fakahina,Airport,-15.9922,-140.1647,Pacific/Tahiti,-10:00
FIC,US,FIC,Fire Cove,Airport,55.7778,-131.5375,America/Anchorage,-09:00
FID,US,FID,Fishers Island,Airport,41.2522,-72.0322,America/New_York,-05:00
FIE,GB,FIE,Fair Isle,Airport,59.5347,-1.6286,Europe/London,+00:00
FIG,GN,FIG,Fria,Airport,10.35,-13.5667,Africa/Conakry,+00:00
FIH,CD,FIH,Kinshasa,Airport,-4.3858,15.4444,Africa/Kinshasa,+01:00
FIK,AU,FIK,Finke,Airport,-25.5833,134.6,Australia/Darwin,+09:30
FIL,US,FIL,Fillmore,Airport,38.9667,-112.3333,America/Denver,-07:00
FIN,PG,FIN,Finschhafen,Airport,-6.6167,147.8667,Pacific/Port_Moresby,+10:00
FIV,US,FIV,Five Finger,Airport,57.2667,-133.6333,America/Anchorage,-09:00
FIZ,AU,FIZ,Fitzroy Crossing,Airport,-18.1836,125.56,Australia/Perth,+08:00
FJR,AE,FJR,Al-Fujairah - Fujairah International,Airport,25.1122,56.3239,Asia/Dubai,+04:00
FKB,DE,FKB,Karlsruhe/Baden Baden,Airport,48.7794,8.0806,Europe/Berlin,+01:00
FKH,GB,FKH,Fakenham,Airport,52.8333,0.85,Europe/London,+00:00
FKI,CD,FKI,Kisangani Bangoka Intl,Airport,0.4817,25.3381,Africa/Lubumbashi,+02:00
FKJ,JP,FKJ,Fukui,Airport,36.0833,136.25,Asia/Tokyo,+09:00
FKL,US,FKL,Franklin Pennsylvania - Chess-Lambertin,Airport,41.3792,-79.86,America/New_York,-05:00
FKN,US,FKN,Franklin Virginia - Municipal,Airport,36.6833,-76.9167,America/New_York,-05:00
FKQ,ID,FKQ,Fak Fak,Airport,-2.9203,132.2669,Asia/Jayapura,+09:00
FKS,JP,FKS,Fukushima,Airport,37.2275,140.4306,Asia/Tokyo,+09:00
FLA,CO,FLA,Florencia,Airport,1.5892,-75.5644,America/Bogota,-05:00
FLB,BR,FLB,Floriano,Airport,-6.8333,-43.0,America/Araguaina,-03:00
FLC,AU,FLC,Falls Creek,Airport,-34.9833,150.6,Australia/Sydney,+10:00
FLD,US,FLD,Fond Du Lac,Airport,43.7692,-88.4864,America/Chicago,-06:00
FLE,US,PTB,Petersburg Fort Lee Aaf,Airport,37.2167,-77.4,America/New_York,-05:00
FLF,DE,FLF,Flensburg - Schaferhaus,Airport,54.7717,9.3783,Europe/Berlin,+01:00
FLG,US,GCN,Grand Canyon Pulliam Field,Airport,35.1383,-111.6711,America/Phoenix,-07:00
FLH,GB,FLH,Flotta,Airport,58.8333,-3.15,Europe/London,+00:00
FLI,IS,FLI,Flateyri,Airport,66.0142,-23.4411,Atlantic/Reykjavik,+00:00
FLJ,US,FLJ,Falls Bay,Airport,60.0325,-148.0083,America/Anchorage,-09:00
FLL,US,FLL,Fort Lauderdale,Airport,26.0725,-80.1528,America/New_York,-05:00
FLM,PY,FLM,Filadelfia,Airport,-22.3583,-60.0383,America/Asuncion,-04:00
FLN,BR,FLN,Florianopolis,Airport,-27.6706,-48.5472,America/Araguaina,-03:00
FLO,US,FLO,Florence,Airport,34.1875,-79.7247,America/New_York,-05:00
FLP,US,FLP,Flippin,Airport,36.3,-92.5833,America/Chicago,-06:00
FLR,IT,FLR,Florence,Airport,43.8086,11.2028,Europe/Rome,+01:00
FLS,AU,FLS,Flinders Island,Airport,-40.0944,147.9939,Australia/Hobart,+10:00
FLT,US,FLT,Flat,Airport,62.45,-158.0,America/Anchorage,-09:00
FLU,US,NYC,New York Flushing Airport,Airport,40.7833,-73.8333,America/New_York,-05:00
FLV,US,FLV,Fort Leavenworth Sherman Aaf,Airport,39.3167,-94.9167,America/Chicago,-06:00
FLW,PT,FLW,Flores Island,Airport,39.4553,-31.1314,Atlantic/Azores,-01:00
FLX,US,NFL,Fallon Municipal,Airport,39.4667,-118.7694,America/Los_Angeles,-08:00
FLY,AU,FLY,Finley,Airport,-35.65,145.5833,Australia/Sydney,+10:00
FMA,AR,FMA,Formosa,Airport,-26.2128,-58.2281,America/Argentina/Buenos_Aires,-03:00
FMC,US,FMC,Five Mile,Airport,65.9167,-149.8333,America/Anchorage,-09:00
FME,US,FME,Fort Meade,Airport,39.0856,-76.7594,America/New_York,-05:00
FMH,US,FMH,Falmouth,Airport,41.5667,-70.6333,America/New_York,-05:00
FMI,CD,FMI,Kalemie,Airport,-5.8778,29.2461,Africa/Lubumbashi,+02:00
FMM,DE,FMM,Memmingen Allgaeu,Airport,47.9881,10.2375,Europe/Berlin,+01:00
FMN,US,FMN,Farmington,Airport,36.7414,-108.2311,America/Denver,-07:00
FMO,DE,FMO,Muenster/Osnabrueck,Airport,52.1347,7.6847,Europe/Berlin,+01:00
FMS,US,FMS,Fort Madison,Airport,40.65,-91.3167,America/Chicago,-06:00
FMY,US,FMY,Fort Myers - Page Field,Airport,26.5833,-81.8667,America/New_York,-05:00
FNA,SL,FNA,Freetown Lungi,Airport,8.6164,-13.1956,Africa/Freetown,+00:00
FNB,DE,FNB,Neubrandenburg Trollenhagen,Airport,53.6022,13.3061,Europe/Berlin,+01:00
FNC,PT,FNC,Funchal (Madere),Airport,32.6942,-16.7781,Europe/Lisbon,+00:00
FNE,PG,FNE,Fane,Airport,-8.6,147.2333,Pacific/Port_Moresby,+10:00
FNG,BF,FNG,Fada NGourma,Airport,12.0667,0.35,Africa/Ouagadougou,+00:00
FNH,ET,FNH,Fincha,Airport,9.5833,37.4333,Africa/Addis_Ababa,+03:00
FNI,FR,FNI,Nimes,Airport,43.7575,4.4164,Europe/Paris,+01:00
FNJ,KP,FNJ,Pyongyang,Airport,39.2236,125.67,Asia/Pyongyang,+09:00
FNK,US,FNK,Fin Creek,Airport,69.5,-147.5833,America/Anchorage,-09:00
FNL,US,FNL,Fort Collins,Airport,40.4517,-105.0117,America/Denver,-07:00
FNR,US,FNR,Funter Bay,Airport,58.2333,-134.9167,America/Anchorage,-09:00
FNT,US,FNT,Flint,Airport,42.9656,-83.7436,America/New_York,-05:00
FNU,IT,FNU,Oristano Fenosu,Airport,39.895,8.6383,Europe/Rome,+01:00
